Razón Social;Gpo de Cliente;ClaseDoc.;Num.Factura;Sector;Canal;Fecha.Doc;Zona.Vtas;Almacen;Denominacion Material;Cantidad UMV;UM.Vtas;Cantidad UMB;UM.Base;Prec.Unitario;Monto Neto;IVA;Importe Final;Doc.Comercial;Cond.Pago;Fec.Venc.;Moneda.Doc.;Status de Anulacion;Doc.Anulac;Grp.Vend;Vendedor;Referencia;Pedido.Vta;Jerarquía 1;Jerarquía 2;Jerarquía 3;UM.Peso;Peso.Fact;Peso.Total;Um.PesoGen;Ramo;Gr.Material;Gr.Articulo;Tipo.Cambio;Mes;Ejercicio;Prec.Unitario 2;Monto Neto 2;IVA 2;Importe Final 2;Conc.Busq;Codigo_Mat;Listas_precios;;Cod_cliente;;Ind_retcl;Ind_auto_retcl;fechahora;CodMot;Tx Motivo;CodVend;OrgVtas
MOLINOS NACIONALES C.A. (MONACA);Manufactura;Fact. Nac. Proy. PET;8000020742;Tapas PT;Venta Directa;20260210;Zona Centro;3000;TAPA PCO 28MM 1810 NATURAL 3,10G (3.500);12,000;CS;12,000;CS;18393,31;220719,72;35315,16;256034,88;Factura;Contado;20260210;VED;NA;;GV ClReg. Proy. PET;;00-0152898;1302007778;Tapas S/Impresión;Transparente;28 mm. 1810;G;130200,000;TO;0,130;Alimentos;PP-Tap. Long Finish;TAPAS;385,27200;02;2026;47,74;572,89;91,66;664,56;MOLINOS;70000403;Precio Base General;;0010000887;17;01;X;20.02.2026 - 22:05:28;;;00000000;1300
MOLINOS NACIONALES C.A. (MONACA);Manufactura;N/C Dev. Nac. P.PET;8200001956;Tapas PT;Venta Directa;20260211;Zona Centro;3000;TAPA PCO 28MM 1810 NATURAL 3,10G (3.500);-12,000;CS;-12,000;CS;-18393,31;-220719,72;-35315,16;-256034,88;Abono;Contado;20260211;VED;NA;;GV ClReg. Proy. PET;;00-0152915;1306000901;Tapas S/Impresión;Transparente;28 mm. 1810;G;-130200,000;TO;-0,130;Alimentos;PP-Tap. Long Finish;TAPAS;388,73940;02;2026;-47,32;-567,78;-90,85;-658,63;MOLINOS;70000403;Precio Base General;;0010000887;17;01;X;20.02.2026 - 22:05:28;Z26;Error De Facturación;00000000;1300
ENVASES METROPOLITANOS MM 1, C.A.;Distribuidores Enf.;Fact. Nac. Ampo.;7000012148;Inyecto Soplado;Distribuidor;20260205;Zona Metropolitana;3000;ENVASE PET AMBAR FARMA  60 ML;789,99;PZA;819,37;PZA;30,54;27471,10;3867,41;35368,40;Factura;Contado;20260205;VED;NA;;GV ClReg. Ampofr.;RAMON DAZA;00-056692;1202009391;Farma S/Impresión;Ambar;60 ml.;G;10920,000;TO;0,011;Comercializadora;AM-Farma;ENVASES PT;378,45820;02;2026;0,11;69,41;14,38;95,79;ENVASES;70000054;Precio Base General;Distribuidor;0010000890;17;01;X;20.02.2026 - 22:05:28;;;00120004;1200
RENE DESSES DE VENEZUELA, C.A;Manufactura;Fact. Nac. Ampo.;7000012188;Inyecto Soplado;Venta Directa;20260220;Zona Metropolitana;3000;ENV.PET BLANCO COSMETIC 200 ML SENSITIVE;7021,000;PZA;7021,000;PZA;93,75;658235,74;105317,72;763553,46;Factura;Contado;20260220;VED;NA;;GV ClReg. Ampofr.;RAMON DAZA;00-056739;1202009417;Cosmetica Sensitive;Blanco;200 ml.;G;156217,250;TO;0,156;Cuidado Personal;AM-Cosmética;ENVASES PT;402,33430;02;2026;0,23;1636,04;261,77;1897,81;;70000041;Precio Base General;Cosmetica;0010000954;17;01;X;20.02.2026 - 22:05:28;;;00120004;1200
ENVASADOS H2O, C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020763;Preformas;Venta Directa;20260211;Zona Metropolitana;3000;PREFORMAS TRANSPARENTE 17,82GRS;137088,000;PZA;137088,000;PZA;0,06;8540,58;1366,49;9907,07;Factura;Contado;20260211;USD;NA;;GV ClReg. Proy. PET;GLISNEIDY ISABEL FARFAR;00-0152921;1302007781;Long Finish;;;G;2442908,160;TO;2,443;Agua;PP-Preforma;PREFORMAS;0,00000;02;2026;0,06;8540,58;1366,49;9907,07;H2O;70000255;Precio Base General;Agua;0010000964;17;01;X;20.02.2026 - 22:05:28;;;00100095;1300
ENVASADOS H2O, C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020763;Preformas;Venta Directa;20260211;Zona Metropolitana;3000;PREFORMAS TRANSPARENTE 30,86GR (PCO1810);19659,000;PZA;19659,000;PZA;0,11;2123,17;339,71;2462,88;Factura;Contado;20260211;USD;NA;;GV ClReg. Proy. PET;GLISNEIDY ISABEL FARFAR;00-0152921;1302007781;Long Finish;Transparente;31 gr.;G;606676,740;TO;0,607;Agua;PP-Preforma;PREFORMAS;0,00000;02;2026;0,11;2123,17;339,71;2462,88;H2O;70000252;Precio Base General;Agua;0010000964;17;01;X;20.02.2026 - 22:05:28;;;00100095;1300
ENVASADOS H2O, C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020763;Preformas;Venta Directa;20260211;Zona Metropolitana;3000;PREFORMAS TRANSPARENTE 23,00 G CESTA;92519,000;PZA;92519,000;PZA;0,08;7447,78;1191,64;8639,42;Factura;Contado;20260211;USD;NA;;GV ClReg. Proy. PET;GLISNEIDY ISABEL FARFAR;00-0152921;1302007781;Long Finish;Transparente;23 gr.;G;2127937,000;TO;2,128;Agua;PP-Preforma;PREFORMAS;0,00000;02;2026;0,08;7447,78;1191,64;8639,42;H2O;70000651;Precio Base General;Agua;0010000964;17;01;X;20.02.2026 - 22:05:28;;;00100095;1300
ENVASADOS H2O, C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020764;Servicios;Venta Directa;20260211;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;322,00;322,00;0,00;322,00;Factura;Contado;20260211;USD;NA;;GV ClReg. Proy. PET;GLISNEIDY ISABEL FARFAR;00-0152922;1302007782;Servicios Administrat.;;;KG;0,000;TO;0,000;Agua;Fletes;FLETE PROD TERMINADO;0,00000;02;2026;322,00;322,00;0,00;322,00;H2O;91000036;Precio Base General;Agua;0010000964;17;01;X;20.02.2026 - 22:05:28;;;00100095;1300
INDUSTRIAS CASA TURMERO,C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020756;Botellas;Venta Directa;20260211;Zona Centro;3000;BOTELLAS LICOR 0,350 L (23);3,000;PAL;14256,000;PZA;241827,85;725483,56;116077,37;841560,93;Factura;Contado;20260211;VED;NA;;GV ClReg. Proy. PET;GLISNEIDY ISABEL FARFAR;00-0152912;1302007779;Licores;Transparente;350 ml.;G;327888,000;TO;0,328;Licores;PP-Botella;ENVASES PT;388,73940;02;2026;622,08;1866,25;298,60;2164,85;CASATURMER;70000026;Precio Base General;Licor;0010000969;17;01;X;20.02.2026 - 22:05:28;;;00100095;1300
INDUSTRIAS CASA TURMERO,C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020757;Servicios;Venta Directa;20260211;Zona Centro;;FLETE POR VIAJE CAMION 750;1,000;SER;1,000;SER;17218,35;17218,35;0,00;17218,35;Factura;Contado;20260211;VED;NA;;GV ClReg. Proy. PET;GLISNEIDY ISABEL FARFAR;00-0152913;1302007780;Servicios Administrat.;;;KG;0,000;TO;0,000;Licores;Fletes;FLETE PROD TERMINADO;388,73940;02;2026;44,29;44,29;0,00;44,29;CASATURMER;91000018;Precio Base General;Licor;0010000969;17;01;X;20.02.2026 - 22:05:28;;;00100095;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020602;Preformas;Venta Directa;20260203;Zona Metropolitana;3000;PREFORMAS TRANSPARENTE 43,90G (PCO1810);148800,000;PZA;148800,000;PZA;0,15;23059,54;3689,53;26749,07;Factura;Crédito 15 Días;20260218;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152754;1302007753;Long Finish;Transparente;44 gr.;G;6532320,000;TO;6,532;Agua;PP-Preforma;PREFORMAS;0,00000;02;2026;0,15;23059,54;3689,53;26749,07;PEPSI-COLA;70000321;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020603;Servicios;Venta Directa;20260203;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;1495,37;1495,37;0,00;1495,37;Factura;Crédito 15 Días;20260218;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152755;1302007754;Servicios Administrat.;;;KG;0,000;TO;0,000;Agua;Fletes;FLETE PROD TERMINADO;0,00000;02;2026;1495,37;1495,37;0,00;1495,37;PEPSI-COLA;91000036;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020625;Preformas;Venta Directa;20260204;Zona Metropolitana;3000;PREFORMAS TRANSPARENTE 43,90G (PCO1810);168000,000;PZA;168000,000;PZA;0,15;26034,96;4165,59;30200,55;Factura;Crédito 15 Días;20260219;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152777;1302007753;Long Finish;Transparente;44 gr.;G;7375200,000;TO;7,375;Agua;PP-Preforma;PREFORMAS;0,00000;02;2026;0,15;26034,96;4165,59;30200,55;PEPSI-COLA;70000321;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020626;Servicios;Venta Directa;20260204;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;1495,37;1495,37;0,00;1495,37;Factura;Crédito 15 Días;20260219;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152778;1302007754;Servicios Administrat.;;;KG;0,000;TO;0,000;Agua;Fletes;FLETE PROD TERMINADO;0,00000;02;2026;1495,37;1495,37;0,00;1495,37;PEPSI-COLA;91000036;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020673;Preformas;Venta Directa;20260205;Zona Metropolitana;3000;PREFORMAS TRANSPARENTE 43,90G (PCO1810);168000,000;PZA;168000,000;PZA;0,15;26034,96;4165,59;30200,55;Factura;Crédito 15 Días;20260220;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152826;1302007753;Long Finish;Transparente;44 gr.;G;7375200,000;TO;7,375;Agua;PP-Preforma;PREFORMAS;0,00000;02;2026;0,15;26034,96;4165,59;30200,55;PEPSI-COLA;70000321;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020674;Servicios;Venta Directa;20260205;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;1495,37;1495,37;0,00;1495,37;Factura;Crédito 15 Días;20260220;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152827;1302007754;Servicios Administrat.;;;KG;0,000;TO;0,000;Agua;Fletes;FLETE PROD TERMINADO;0,00000;02;2026;1495,37;1495,37;0,00;1495,37;PEPSI-COLA;91000036;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020684;Preformas;Venta Directa;20260207;Zona Metropolitana;3000;PREFORMAS TRANSPARENTE 43,90G (PCO1810);170139,45;PZA;156511,31;PZA;0,16;22655,72;4821,90;35832,22;Factura;Crédito 15 Días;20260222;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152838;1302007753;Long Finish;Transparente;44 gr.;G;7375200,000;TO;7,375;Agua;PP-Preforma;PREFORMAS;0,00000;02;2026;0,15;23733,65;3429,50;25079,74;PEPSI-COLA;70000321;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020685;Servicios;Venta Directa;20260207;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;1495,37;1495,37;0,00;1495,37;Factura;Crédito 15 Días;20260222;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152839;1302007754;Servicios Administrat.;;;KG;0,000;TO;0,000;Agua;Fletes;FLETE PROD TERMINADO;0,00000;02;2026;1495,37;1495,37;0,00;1495,37;PEPSI-COLA;91000036;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020698;Preformas;Venta Directa;20260209;Zona Metropolitana;3000;PREFORMAS TRANSPARENTE 42,64 GR(PCO1881);144000,000;PZA;144000,000;PZA;0,15;21654,72;3464,76;25119,48;Factura;Crédito 15 Días;20260224;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152853;1302007755;Short Finish;Transparente;29,5 gr.;G;6140160,000;TO;6,140;Agua;PP-Preforma;PREFORMAS;0,00000;02;2026;0,15;21654,72;3464,76;25119,48;PEPSICOLA;70000197;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020699;Servicios;Venta Directa;20260209;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;1495,37;1495,37;0,00;1495,37;Factura;Crédito 15 Días;20260224;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152854;1302007756;Servicios Administrat.;;;KG;0,000;TO;0,000;Agua;Fletes;FLETE PROD TERMINADO;0,00000;02;2026;1495,37;1495,37;0,00;1495,37;PEPSI-COLA;91000036;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020710;Preformas;Venta Directa;20260209;Zona Metropolitana;3000;PREFORMAS TRANSPARENTE 43,90G (PCO1810);168000,000;PZA;168000,000;PZA;0,15;26034,96;4165,59;30200,55;Factura;Crédito 15 Días;20260224;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152865;1302007753;Long Finish;Transparente;44 gr.;G;7375200,000;TO;7,375;Agua;PP-Preforma;PREFORMAS;0,00000;02;2026;0,15;26034,96;4165,59;30200,55;PEPSI-COLA;70000321;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020711;Servicios;Venta Directa;20260209;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;1495,37;1495,37;0,00;1495,37;Factura;Crédito 15 Días;20260224;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152866;1302007754;Servicios Administrat.;;;KG;0,000;TO;0,000;Agua;Fletes;FLETE PROD TERMINADO;0,00000;02;2026;1495,37;1495,37;0,00;1495,37;PEPSI-COLA;91000036;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020717;Preformas;Venta Directa;20260209;Zona Metropolitana;3000;PREFORMAS TRANSPARENTE 43,90G (PCO1810);168000,000;PZA;168000,000;PZA;0,15;26034,96;4165,59;30200,55;Factura;Crédito 15 Días;20260224;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152872;1302007753;Long Finish;Transparente;44 gr.;G;7375200,000;TO;7,375;Agua;PP-Preforma;PREFORMAS;0,00000;02;2026;0,15;26034,96;4165,59;30200,55;PEPSI-COLA;70000321;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020718;Servicios;Venta Directa;20260209;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;1495,37;1495,37;0,00;1495,37;Factura;Crédito 15 Días;20260224;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152873;1302007754;Servicios Administrat.;;;KG;0,000;TO;0,000;Agua;Fletes;FLETE PROD TERMINADO;0,00000;02;2026;1495,37;1495,37;0,00;1495,37;PEPSI-COLA;91000036;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020745;Preformas;Venta Directa;20260210;Zona Metropolitana;3000;PREFORMAS TRANSPARENTE 42,64 GR(PCO1881);172800,000;PZA;172800,000;PZA;0,15;25985,66;4157,71;30143,37;Factura;Crédito 15 Días;20260225;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152901;1302007755;Short Finish;Transparente;29,5 gr.;G;7368192,000;TO;7,368;Agua;PP-Preforma;PREFORMAS;0,00000;02;2026;0,15;25985,66;4157,71;30143,37;PEPSICOLA;70000197;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020746;Servicios;Venta Directa;20260210;Zona Metropolitana;;FLETE POR VIAJE CORTINERO;1,000;SER;1,000;SER;1495,37;1495,37;0,00;1495,37;Factura;Crédito 15 Días;20260225;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152902;1302007756;Servicios Administrat.;;;KG;0,000;TO;0,000;Agua;Fletes;FLETE PROD TERMINADO;0,00000;02;2026;1495,37;1495,37;0,00;1495,37;PEPSI-COLA;91000036;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
PEPSI-COLA VENEZUELA C.A.;Embotelladoras;Fact. Nac. Proy. PET;8000020754;Preformas;Venta Directa;20260210;Zona Metropolitana;3000;PREFORMAS TRANSPARENTE 43,90G (PCO1810);174000,000;PZA;174000,000;PZA;0,15;26964,78;4314,36;31279,14;Factura;Crédito 15 Días;20260225;USD;NA;;GV ClReg. Proy. PET;OFICINA PROYECTOS PET;00-0152910;1302007753;Long Finish;Transparente;44 gr.;G;7638600,000;TO;7,639;Agua;PP-Preforma;PREFORMAS;0,00000;02;2026;0,15;26964,78;4314,36;31279,14;PEPSI-COLA;70000321;Precio Base General;Carbonatada;0010000975;17;01;X;20.02.2026 - 22:05:28;;;00130005;1300
