Sociedad;Cliente;Nombre del Cliente;Nombre del Vendedor;Vendedor;Asignación;Referencia;Cl.Doc.;Descripción Cl.Doc.;N°.Documento;Fecha Doc.;Fecha Base;Cond.Pago;Descripción Cond.Pago;D. Venc.;Fecha Venc.;Mon.F.;Valor monetario;No Vencido;1 -- 15;16 -- 30;31 -- 60;61 -- 90;91 -- 99999;T/C conversión 3;Importe en ML;Importe en MD;Mon.Doc.;Hora;Descripción Ramo;Descripción Gr Clien;Descripción Zona;Descripción Grupo Ve;Nombre Gte. Regional;Texto
1000;10002376;SUMINISTRO, MERCADEO Y DISTRIBUCION C.A;MOGOLLON ALEXANDER JOSE;100048;6000137553;6000137552;DA;Documento de deudor;1600048470;20260123;20260123;;;28;20260123;USD;-37,35;0,00;0,00;-37,35;0,00;0,00;0,00;352,69665;-13173,22;-13173,22;;20.02.2026 - 22:05:32;Distribuidores Enf.;Distribuidores;Zona Occidente;GV Ger. Reg. DEnfoc.;MARTINEZ R  OLMEDO R;Pendiente Comprobante
1000;10002376;SUMINISTRO, MERCADEO Y DISTRIBUCION C.A;MOGOLLON ALEXANDER JOSE;100048;6000137554;6000137552;DA;Documento de deudor;1600048470;20260123;20260123;;;28;20260123;USD;-268,56;0,00;0,00;-268,56;0,00;0,00;0,00;352,70629;-94722,80;-94722,80;;20.02.2026 - 22:05:32;Distribuidores Enf.;Distribuidores;Zona Occidente;GV Ger. Reg. DEnfoc.;MARTINEZ R  OLMEDO R;Pendiente Comprobante
1000;10002376;SUMINISTRO, MERCADEO Y DISTRIBUCION C.A;MOGOLLON ALEXANDER JOSE;100048;00-0626597;00-0626597;F0;Factura.Nac.Pharsana;6000137552;20260123;20260127;NT15;Crédito 15 Días;9;20260211;USD;197,66;0,00;197,66;0,00;0,00;0,00;0,00;352,70631;69715,93;197,66;;20.02.2026 - 22:05:32;Distribuidores Enf.;Distribuidores;Zona Occidente;GV Ger. Reg. DEnfoc.;MARTINEZ R  OLMEDO R;
1000;10002376;SUMINISTRO, MERCADEO Y DISTRIBUCION C.A;MOGOLLON ALEXANDER JOSE;100048;00-0626598;00-0626598;F0;Factura.Nac.Pharsana;6000137553;20260123;20260127;NT15;Crédito 15 Días;9;20260211;USD;361,04;0,00;361,04;0,00;0,00;0,00;0,00;352,70629;127341,08;361,04;;20.02.2026 - 22:05:32;Distribuidores Enf.;Distribuidores;Zona Occidente;GV Ger. Reg. DEnfoc.;MARTINEZ R  OLMEDO R;
1000;10002376;SUMINISTRO, MERCADEO Y DISTRIBUCION C.A;MOGOLLON ALEXANDER JOSE;100048;00-0626599;00-0626599;F0;Factura.Nac.Pharsana;6000137554;20260123;20260127;NT15;Crédito 15 Días;9;20260211;USD;2596,08;0,00;2596,08;0,00;0,00;0,00;0,00;352,70630;915653,77;2596,08;;20.02.2026 - 22:05:32;Distribuidores Enf.;Distribuidores;Zona Occidente;GV Ger. Reg. DEnfoc.;MARTINEZ R  OLMEDO R;
1000;10002376;SUMINISTRO, MERCADEO Y DISTRIBUCION C.A;MOGOLLON ALEXANDER JOSE;100048;6000137553;00-0628528;C2;NC.Nac.Pharsana;6200044807;20260211;20260211;NT15;Crédito 15 Días;0;20260226;USD;-331,41;-331,41;0,00;0,00;0,00;0,00;0,00;352,70629;-116890,39;-331,41;;20.02.2026 - 22:05:32;Distribuidores Enf.;Distribuidores;Zona Occidente;GV Ger. Reg. DEnfoc.;MARTINEZ R  OLMEDO R;NC DSCTO ACTIVIDAD ACTIVACION ENERO 26
1000;10002412;INVERSIONES 3K, C.A;MOSES MERY S.;100082;00-0626998;00-0626998;F0;Factura.Nac.Pharsana;6000137830;20260127;20260128;NT15;Crédito 15 Días;8;20260212;USD;116,30;0,00;116,30;0,00;0,00;0,00;0,00;358,92468;41742,94;116,30;;20.02.2026 - 22:05:32;Detal;Detal;Zona Centro;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;
1000;10002414;MULTITIENDA FARMA SERVICIOS LA COROMOTO, COMPAÑIA ANONIMA;MORILLO RICHIE K.;100105;6000139022;6000139022;DA;Documento de deudor;1600048924;20260218;20260218;;;2;20260218;USD;-181,56;0,00;-188,34;0,00;0,00;0,00;0,00;396,36960;-78958,07;-78334,83;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV. Ger. Reg. Occid.;CASTRO A  RICHARD A;Pendiente Comprobante
1000;10002414;MULTITIENDA FARMA SERVICIOS LA COROMOTO, COMPAÑIA ANONIMA;MORILLO RICHIE K.;100105;6000139023;6000139022;DA;Documento de deudor;1600048924;20260218;20260218;;;2;20260218;USD;-105,48;0,00;-105,48;0,00;0,00;0,00;0,00;396,36737;-41808,83;-41808,83;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV. Ger. Reg. Occid.;CASTRO A  RICHARD A;Pendiente Comprobante
1000;10002414;MULTITIENDA FARMA SERVICIOS LA COROMOTO, COMPAÑIA ANONIMA;MORILLO RICHIE K.;100105;6000139024;6000139022;DA;Documento de deudor;1600048924;20260218;20260218;;;2;20260218;USD;-107,19;0,00;-107,19;0,00;0,00;0,00;0,00;396,37886;-42487,85;-42487,85;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV. Ger. Reg. Occid.;CASTRO A  RICHARD A;Pendiente Comprobante
1000;10002414;MULTITIENDA FARMA SERVICIOS LA COROMOTO, COMPAÑIA ANONIMA;MORILLO RICHIE K.;100105;6000139025;6000139022;DA;Documento de deudor;1600048924;20260218;20260218;;;2;20260218;USD;-86,12;0,00;-86,12;0,00;0,00;0,00;0,00;396,37053;-34135,43;-34135,43;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV. Ger. Reg. Occid.;CASTRO A  RICHARD A;Pendiente Comprobante
1000;10002414;MULTITIENDA FARMA SERVICIOS LA COROMOTO, COMPAÑIA ANONIMA;MORILLO RICHIE K.;100105;6000139026;6000139022;DA;Documento de deudor;1600048924;20260218;20260218;;;2;20260218;USD;-38,90;0,00;-38,90;0,00;0,00;0,00;0,00;396,41671;-15420,61;-15420,61;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV. Ger. Reg. Occid.;CASTRO A  RICHARD A;Pendiente Comprobante
1000;10002414;MULTITIENDA FARMA SERVICIOS LA COROMOTO, COMPAÑIA ANONIMA;MORILLO RICHIE K.;100105;00-0628697;00-0628697;F0;Factura.Nac.Pharsana;6000139022;20260218;20260218;NT21;Crédito 21 días;0;20260311;USD;1820,63;1820,63;0,00;0,00;0,00;0,00;0,00;396,36740;721638,38;1820,63;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV. Ger. Reg. Occid.;CASTRO A  RICHARD A;
1000;10002414;MULTITIENDA FARMA SERVICIOS LA COROMOTO, COMPAÑIA ANONIMA;MORILLO RICHIE K.;100105;00-0628698;00-0628698;F0;Factura.Nac.Pharsana;6000139023;20260218;20260218;NT21;Crédito 21 días;0;20260311;USD;1019,64;1019,64;0,00;0,00;0,00;0,00;0,00;396,36740;404152,06;1019,64;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV. Ger. Reg. Occid.;CASTRO A  RICHARD A;
1000;10002414;MULTITIENDA FARMA SERVICIOS LA COROMOTO, COMPAÑIA ANONIMA;MORILLO RICHIE K.;100105;00-0628699;00-0628699;F0;Factura.Nac.Pharsana;6000139024;20260218;20260218;NT21;Crédito 21 días;0;20260311;USD;1036,20;1036,20;0,00;0,00;0,00;0,00;0,00;396,36740;410715,90;1036,20;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV. Ger. Reg. Occid.;CASTRO A  RICHARD A;
1000;10002414;MULTITIENDA FARMA SERVICIOS LA COROMOTO, COMPAÑIA ANONIMA;MORILLO RICHIE K.;100105;00-0628700;00-0628700;F0;Factura.Nac.Pharsana;6000139025;20260218;20260218;NT21;Crédito 21 días;0;20260311;USD;832,50;832,50;0,00;0,00;0,00;0,00;0,00;396,36740;329975,86;832,50;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV. Ger. Reg. Occid.;CASTRO A  RICHARD A;
1000;10002414;MULTITIENDA FARMA SERVICIOS LA COROMOTO, COMPAÑIA ANONIMA;MORILLO RICHIE K.;100105;00-0628701;00-0628701;F0;Factura.Nac.Pharsana;6000139026;20260218;20260218;NT21;Crédito 21 días;0;20260311;USD;376,08;376,08;0,00;0,00;0,00;0,00;0,00;396,36740;149065,85;376,08;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV. Ger. Reg. Occid.;CASTRO A  RICHARD A;
1000;20000007;HUMAN PCG, SRL;;0;;00-0508414;F1;Factura.Exp.Pharsana;6000062424;20210928;20210928;N180;Crédito 180 Días;1426;20220327;USD;12,96;0,00;0,00;0,00;0,00;0,00;12,96;4,14275;53,69;12,96;;20.02.2026 - 22:05:32;Cuidado Personal;Cuidado Personal;Zona norte;Clientes De Exportac;;
1000;20000007;HUMAN PCG, SRL;;0;Revalorización;REVALORIZACIÓN;SA;Documento cta.mayor;0100305654;20251231;20251130;;;0;20260529;USD;0,01;0,01;0,00;0,00;0,00;0,00;0,00;0,00000;3810,24;0,01;;20.02.2026 - 22:05:32;Cuidado Personal;Cuidado Personal;Zona norte;Clientes De Exportac;;Revalorización al 31.12.2025  T.298,14 HUMAN PCG
1000;10002438;INVERSIONES ARTILAMPLAST 7, C.A.;PUENTES TULIO R.;100012;00-0627962;00-0627962;F0;Factura.Nac.Pharsana;6000138490;20260205;20260206;NT15;Crédito 15 Días;0;20260221;USD;555,20;555,20;0,00;0,00;0,00;0,00;0,00;378,45771;210119,72;210119,72;;20.02.2026 - 22:05:32;Mayorista;Mayoristas;Zona Metropolitana;GV Ger. Reg. Capital;CALDERA P  JESUS D;
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;6000135629;6000135629;DA;Documento de deudor;1600047909;20251218;20251218;;;64;20251218;USD;-172,32;0,00;0,00;0,00;0,00;-172,32;0,00;279,56819;-48175,19;-48175,19;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Pendiente Comprobante
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;6000135630;6000135629;DA;Documento de deudor;1600047909;20251218;20251218;;;64;20251218;USD;-114,16;0,00;0,00;0,00;0,00;-114,16;0,00;279,56640;-31915,30;-31915,30;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Pendiente Comprobante
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;6000135629;REC.1000007;DZ;Pago de deudor;1400125140;20260106;20260106;;;45;20260106;USD;158,12;0,00;0,00;0,00;158,12;0,00;0,00;304,67487;48175,19;48175,19;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Retención de IVA Pendiente
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;6000135630;REC.1000007;DZ;Pago de deudor;1400125140;20260106;20260106;;;45;20260106;USD;104,75;0,00;0,00;0,00;104,75;0,00;0,00;304,68067;31915,30;31915,30;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Retención de IVA Pendiente
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;6000136273;6000136273;DA;Documento de deudor;1600048137;20260107;20260107;;;44;20260107;USD;-254,04;0,00;0,00;0,00;-254,04;0,00;0,00;311,87813;-79229,52;-79229,52;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Pendiente Comprobante
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;6000136274;6000136273;DA;Documento de deudor;1600048137;20260107;20260107;;;44;20260107;USD;-27,16;0,00;0,00;0,00;-27,16;0,00;0,00;311,90353;-8471,30;-8471,30;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Pendiente Comprobante
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;6000136275;6000136273;DA;Documento de deudor;1600048137;20260107;20260107;;;44;20260107;USD;-316,98;0,00;0,00;0,00;-316,98;0,00;0,00;311,88561;-98861,50;-98861,50;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Pendiente Comprobante
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;6000136276;6000136273;DA;Documento de deudor;1600048137;20260107;20260107;;;44;20260107;USD;-85,17;0,00;0,00;0,00;-85,17;0,00;0,00;311,89257;-26563,89;-26563,89;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Pendiente Comprobante
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;6000136277;6000136273;DA;Documento de deudor;1600048137;20260107;20260107;;;44;20260107;USD;-105,50;0,00;0,00;0,00;-105,50;0,00;0,00;311,88796;-32904,18;-32904,18;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Pendiente Comprobante
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;6000137875;6000137875;DA;Documento de deudor;1600048584;20260128;20260128;;;23;20260128;USD;-285,52;0,00;0,00;-285,52;0,00;0,00;0,00;361,49370;-103213,68;-103213,68;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Pendiente Comprobante
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;6000137876;6000137875;DA;Documento de deudor;1600048584;20260128;20260128;;;23;20260128;USD;-361,75;0,00;0,00;-361,75;0,00;0,00;0,00;361,48871;-130768,54;-130768,54;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Pendiente Comprobante
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;6000137877;6000137875;DA;Documento de deudor;1600048584;20260128;20260128;;;23;20260128;USD;-42,53;0,00;0,00;-42,53;0,00;0,00;0,00;361,51446;-15375,21;-15375,21;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Pendiente Comprobante
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;6000137878;6000137875;DA;Documento de deudor;1600048584;20260128;20260128;;;23;20260128;USD;-169,21;0,00;0,00;-169,21;0,00;0,00;0,00;361,49772;-61169,03;-61169,03;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Pendiente Comprobante
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;6000137879;6000137875;DA;Documento de deudor;1600048584;20260128;20260128;;;23;20260128;USD;-240,55;0,00;0,00;-240,55;0,00;0,00;0,00;361,48776;-86955,88;-86955,88;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Pendiente Comprobante
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;6000137880;6000137875;DA;Documento de deudor;1600048584;20260128;20260128;;;23;20260128;USD;-20,54;0,00;0,00;-20,54;0,00;0,00;0,00;361,51947;-7425,61;-7425,61;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Pendiente Comprobante
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;00-0624898;00-0624898;F0;Factura.Nac.Pharsana;6000136273;20260107;20260107;NT30;Crédito 30 Días;14;20260206;USD;2455,69;0,00;2455,69;0,00;0,00;0,00;0,00;311,88194;765885,36;765885,36;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;00-0624899;00-0624899;F0;Factura.Nac.Pharsana;6000136274;20260107;20260107;NT30;Crédito 30 Días;14;20260206;USD;262,57;0,00;262,57;0,00;0,00;0,00;0,00;311,87596;81889,27;81889,27;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;00-0624900;00-0624900;F0;Factura.Nac.Pharsana;6000136275;20260107;20260107;NT30;Crédito 30 Días;14;20260206;USD;3064,18;0,00;3064,18;0,00;0,00;0,00;0,00;311,88155;955661,20;955661,20;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;00-0624901;00-0624901;F0;Factura.Nac.Pharsana;6000136276;20260107;20260107;NT30;Crédito 30 Días;14;20260206;USD;823,34;0,00;823,34;0,00;0,00;0,00;0,00;311,88119;256784,26;256784,26;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;00-0624902;00-0624902;F0;Factura.Nac.Pharsana;6000136277;20260107;20260107;NT30;Crédito 30 Días;14;20260206;USD;1019,85;0,00;1019,85;0,00;0,00;0,00;0,00;311,88288;318073,76;318073,76;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;00-0627057;00-0627057;F0;Factura.Nac.Pharsana;6000137875;20260128;20260129;NT30;Crédito 30 Días;0;20260228;USD;2760,05;2760,05;0,00;0,00;0,00;0,00;0,00;361,49064;997732,25;997732,25;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;00-0627058;00-0627058;F0;Factura.Nac.Pharsana;6000137876;20260128;20260129;NT30;Crédito 30 Días;0;20260228;USD;3496,90;3496,90;0,00;0,00;0,00;0,00;0,00;361,49042;1264095,86;1264095,86;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;00-0627059;00-0627059;F0;Factura.Nac.Pharsana;6000137877;20260128;20260129;NT30;Crédito 30 Días;0;20260228;USD;411,15;411,15;0,00;0,00;0,00;0,00;0,00;361,49094;148627,00;148627,00;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;00-0627060;00-0627060;F0;Factura.Nac.Pharsana;6000137878;20260128;20260129;NT30;Crédito 30 Días;0;20260228;USD;1635,73;1635,73;0,00;0,00;0,00;0,00;0,00;361,49036;591300,63;591300,63;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;00-0627061;00-0627061;F0;Factura.Nac.Pharsana;6000137879;20260128;20260129;NT30;Crédito 30 Días;0;20260228;USD;2325,30;2325,30;0,00;0,00;0,00;0,00;0,00;361,49034;840573,48;840573,48;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;
1000;10002446;DROGUERIA DROGUESI CA;MOSES MERY S.;100082;00-0627062;00-0627062;F0;Factura.Nac.Pharsana;6000137880;20260128;20260129;NT30;Crédito 30 Días;0;20260228;USD;198,57;198,57;0,00;0,00;0,00;0,00;0,00;361,48890;71780,85;71780,85;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;
1000;10002454;COMERCIAL WIN 2019, C.A;ASSAL JORGE E.;100133;6000138086;6000138086;DA;Documento de deudor;1600048706;20260130;20260130;;;21;20260130;USD;-12,48;0,00;0,00;-12,48;0,00;0,00;0,00;367,36779;-4584,75;-4584,75;;20.02.2026 - 22:05:32;Detal;Detal;Zona Centro;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;Pendiente Comprobante
1000;10002454;COMERCIAL WIN 2019, C.A;ASSAL JORGE E.;100133;00-0627359;00-0627359;F0;Factura.Nac.Pharsana;6000138086;20260130;20260130;NT15;Crédito 15 Días;6;20260214;USD;120,66;0,00;120,66;0,00;0,00;0,00;0,00;367,30690;44319,25;120,66;;20.02.2026 - 22:05:32;Detal;Detal;Zona Centro;GV Ger. Reg. Ce.LLan;ORTIZ K  HENRY A;
1000;10002463;MULTITIENDA FARMA SERVICIOS NORTE COMPAÑIA ANONIMA;MORILLO RICHIE K.;100105;6000135446;00-0624064;C2;NC.Nac.Pharsana;6200043672;20251218;20251218;NT21;Crédito 21 días;43;20260108;USD;-5,16;0,00;0,00;0,00;-5,16;0,00;0,00;273,58527;-1411,70;-5,16;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV. Ger. Reg. Occid.;CASTRO A  RICHARD A;NC DSCTO SELL OUT NOV 2025
1000;10002463;MULTITIENDA FARMA SERVICIOS NORTE COMPAÑIA ANONIMA;MORILLO RICHIE K.;100105;00-0628753;00-0628753;F0;Factura.Nac.Pharsana;6000139077;20260218;20260218;NT21;Crédito 21 días;0;20260311;USD;1836,09;1836,09;0,00;0,00;0,00;0,00;0,00;396,36740;727766,22;1836,09;;20.02.2026 - 22:05:32;Farmacia;Cadenas;Zona Occidente;GV. Ger. Reg. Occid.;CASTRO A  RICHARD A;
