Sociedad;Cliente;Nombre del Cliente;Nombre del Vendedor;Vendedor;Asignación;Referencia;Cl.Doc.;Descripción Cl.Doc.;N°.Documento;Fecha Doc.;Fecha Base;Cond.Pago;Descripción Cond.Pago;D. Venc.;Fecha Venc.;Mon.F.;Valor monetario;No Vencido;1 -- 15;16 -- 30;31 -- 60;61 -- 90;91 -- 99999;T/C conversión 3;Importe en ML;Importe en MD;Mon.Doc.;Hora;Descripción Ramo;Descripción Gr Clien;Descripción Zona;Descripción Grupo Ve;Nombre Gte. Regional;Texto
1200;10001935;INVERSIONES CONDI RICO, C.A. (INVERSIONES CONDI RICO, C.A.);HERNANDEZ HORACIO;120003;00080092637;00080092637;DZ;Pago de deudor;1400002995;20260122;20260122;;;29;20260122;USD;-270,78;0,00;0,00;-270,78;0,00;0,00;0,00;349,93002;-94754,05;-94754,05;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Oriente;GV ClReg. Ampofr.;;Anticipo a Factura
1200;10001940;MULTISERVICIOS LAYNA IMPORT C.A.;HERNANDEZ HORACIO;120003;ERROR SAP;COMPENSACION;AB;Documento contable;0100065770;20210916;20220930;;;1239;20220930;USD;-794,62;0,00;0,00;0,00;0,00;0,00;-794,62;8,18371;-6502,94;-6502,94;;20.02.2026 - 22:06:43;Salud;Laboratorios;Zona Metropolitana;GV ClReg. Ampofr.;;ERROR EN SAP (RECONVERSION MONETARIA)
1200;10001945;INVERSIONES PULGAR ARIAS, C.A;REYES JORGE;120005;7000011720;7000011720;DZ;Pago de deudor;1400002711;20250909;20250909;;;164;20250909;USD;-11,51;0,00;0,00;0,00;0,00;0,00;-10,33;155,00000;-1644,17;-1414,55;;20.02.2026 - 22:06:43;Distribuidores;Manufactura;Zona Centro;GV ClReg. Ampofr.;;Saldo a Favor
1200;10001954;BETTY ELIDE CASTILLO (INVERSIONES ELIDE CASTILLO. F.P.);HERNANDEZ HORACIO;120003;ERROR SAP;;AB;Documento contable;0100048493;20201231;20201231;;;1877;20201231;USD;-61095,96;0,00;0,00;0,00;0,00;0,00;-61095,96;0,00001;-0,61;-610959,56;;20.02.2026 - 22:06:43;Cuidado Personal;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ERROR EN SAP (RECONVERSION MONETARIA)
1200;10000747;CONSORCIO AGROINDUSTRIAL DEL CAMPO C.A.;HERNANDEZ HORACIO;120003;ERROR SAP;;AB;Documento contable;0100042970;20200630;20200630;;;2061;20200630;USD;-5295512,61;0,00;0,00;0,00;0,00;0,00;-5295512,61;0,00001;-52,96;-52955126,20;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ERROR EN SAP (RECONVERSION MONETARIA)
1200;10000748;DISERKHAT, C.A.;REYES JORGE;120005;'0000035344;'0000035344;DZ;Pago de deudor;1400003027;20260219;20260219;;;1;20260219;USD;-229,74;0,00;-218,83;0,00;0,00;0,00;0,00;398,73902;-78726,23;-98472,30;;20.02.2026 - 22:06:43;Comercializadora;Distribuidores Enf.;Zona Centro Occid.;GV ClReg. Ampofr.;;Anticipo a factura
1200;10000754;BIOQUIMICA INTERNACIONAL, C.A.;REYES JORGE;120005;20414264798;20414264798;DZ;Pago de deudor;1400003025;20260219;20260219;;;1;20260219;USD;-1244,88;0,00;-1244,88;0,00;0,00;0,00;0,00;398,74560;-496390,42;-496390,42;;20.02.2026 - 22:06:43;Industria Química;Distribuidores Trad.;Zona Centro Occid.;GV ClReg. Ampofr.;;Anticipo a factura
1200;10000754;BIOQUIMICA INTERNACIONAL, C.A.;REYES JORGE;120005;00-056737;00-056737;O0;Factura.Nac.Ampofras;7000012186;20260220;20260220;NT00;Contado;0;20260220;USD;1398,85;1398,85;0,00;0,00;0,00;0,00;0,00;402,33572;562807,32;562807,32;;20.02.2026 - 22:06:43;Industria Química;Distribuidores Trad.;Zona Centro Occid.;GV ClReg. Ampofr.;;
1200;10000763;ENVASES DEL CENTRO, C.A.;REYES JORGE;120005;7000012045;7000012045;DZ;Pago de deudor;1400002946;20251212;20251212;;;70;20251212;USD;-66,99;0,00;0,00;0,00;0,00;-74,72;0,00;267,75602;-17592,09;-17809,96;;20.02.2026 - 22:06:43;Comercializadora;Distribuidores Enf.;Zona Centro;GV ClReg. Ampofr.;;Saldo a favor
1200;10000783;ANGEL RUBEN CUEVA RONDON (EXPORTACIONES E IMPORTACIONES;REYES JORGE;120005;ERROR SAP;;AB;Documento contable;0100048494;20201231;20201231;;;1877;20201231;USD;-2512,10;0,00;0,00;0,00;0,00;0,00;-2512,10;0,00001;-0,03;-25121,00;;20.02.2026 - 22:06:43;Comercializadora;Embotelladoras;Zona Andina;GV ClReg. Ampofr.;;ERROR EN SAP (RECONVERSION MONETARIA)
1200;10000798;DROGUERIA SALUD, C.A.;REYES JORGE;120005;7000011685;7000011685;DZ;Pago de deudor;1400002712;20250909;20250909;;;164;20250909;USD;-8,39;0,00;0,00;0,00;0,00;0,00;-8,39;154,97974;-1300,28;-1300,28;;20.02.2026 - 22:06:43;Medicina Humana;Laboratorios;Zona Centro;GV ClReg. Ampofr.;;Saldo a Favor
1200;10000843;GABELER COSMETICOS, C.A.;DAZA RAMON;120004;ERROR SAP;;AB;Documento contable;0100048073;20201230;20201230;NT00;Contado;1878;20201230;USD;2192,82;0,00;0,00;0,00;0,00;0,00;1959,30;0,00001;0,02;20298,59;;20.02.2026 - 22:06:43;Cuidado Personal;Manufactura;Zona Metropolitana;GV ClReg. Ampofr.;;ERROR EN SAP (RECONVERSION MONETARIA)
1200;10000886;PURISSIMA DE VENEZUELA I C.A.;DAZA RAMON;120004;ERROR SAP;;AB;Documento contable;0100041648;20200430;20200430;;;2122;20200430;USD;-1115690,04;0,00;0,00;0,00;0,00;0,00;-1115690,04;0,00001;-11,16;-11156900,44;;20.02.2026 - 22:06:43;Cuidado Personal;Manufactura;Zona Metropolitana;GV ClReg. Ampofr.;;ERROR EN SAP (RECONVERSION MONETARIA)
1200;10000886;PURISSIMA DE VENEZUELA I C.A.;DAZA RAMON;120004;ERROR SAP;;DA;Documento de deudor;1600001400;20200910;20200908;;;1991;20200908;USD;-1549925,31;0,00;0,00;0,00;0,00;0,00;-1549925,31;0,00001;-15,50;-15499253,02;;20.02.2026 - 22:06:43;Cuidado Personal;Manufactura;Zona Metropolitana;GV ClReg. Ampofr.;;ERROR EN SAP (RECONVERSION MONETARIA)
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00099716212;00099716212;DZ;Pago de deudor;1400002778;20251010;20251010;;;133;20251010;USD;-73636,99;0,00;0,00;0,00;0,00;0,00;-73636,99;193,29960;-14234000,71;-14234000,71;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;Anticipo a Factura
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;'0000035224;'0000035224;DZ;Pago de deudor;1400002830;20251030;20251030;;;113;20251030;USD;-57353,91;0,00;0,00;0,00;0,00;0,00;-57353,91;221,74380;-12717873,95;-12717873,95;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;Anticipo a factura
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;'0000035277;'0000035277;DZ;Pago de deudor;1400002887;20251120;20251120;;;92;20251120;USD;-1746,39;0,00;0,00;0,00;0,00;0,00;-1746,39;240,32108;-419694,33;-419694,33;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;Anticipo a factura
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;'0000035301;'0000035301;DZ;Pago de deudor;1400002948;20251215;20251215;;;67;20251215;USD;-983,82;0,00;0,00;0,00;0,00;-983,82;0,00;270,79037;-266408,98;-266408,98;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;Anticpo a Factura
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7000011868;7000011868;DA;Documento de deudor;1600005190;20251120;20251120;;;92;20251120;USD;-10,71;0,00;0,00;0,00;0,00;0,00;-10,71;240,24556;-2573,03;-2573,03;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ISLR 7000011868
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7200000768;7000011868;DA;Documento de deudor;1600005190;20251120;20251120;;;92;20251120;USD;2,90;0,00;0,00;0,00;0,00;0,00;2,90;240,25517;696,74;696,74;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ISLR 7200000768
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7000011871;7000011868;DA;Documento de deudor;1600005190;20251120;20251120;;;92;20251120;USD;-10,80;0,00;0,00;0,00;0,00;0,00;-10,80;240,41296;-2596,46;-2596,46;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ISLR 7000011871
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7200000769;7000011868;DA;Documento de deudor;1600005190;20251120;20251120;;;92;20251120;USD;2,93;0,00;0,00;0,00;0,00;0,00;2,93;239,96246;703,09;703,09;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ISLR 7200000766
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7000011880;7000011868;DA;Documento de deudor;1600005190;20251120;20251120;;;92;20251120;USD;-9,86;0,00;0,00;0,00;0,00;0,00;-10,89;240,40771;-2448,31;-2628,12;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ISLR 7000011880
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7200000770;7000011868;DA;Documento de deudor;1600005190;20251120;20251120;;;92;20251120;USD;2,95;0,00;0,00;0,00;0,00;0,00;2,95;240,31525;708,93;708,93;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ISLR 7200000770
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;70000118482;7000011842;DA;Documento de deudor;1600005191;20251115;20251115;;;97;20251115;USD;-10,41;0,00;0,00;0,00;0,00;0,00;-10,41;234,86071;-2444,90;-2444,90;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ISLR 70000118482
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7200000764;7000011842;DA;Documento de deudor;1600005191;20251115;20251115;;;97;20251115;USD;2,82;0,00;0,00;0,00;0,00;0,00;2,82;234,76950;662,05;662,05;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ISLR 7200000764
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7000011850;7000011842;DA;Documento de deudor;1600005191;20251115;20251115;;;97;20251115;USD;-10,62;0,00;0,00;0,00;0,00;0,00;-10,62;234,90866;-2494,73;-2494,73;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ISLR 7000011850
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7200000765;7000011842;DA;Documento de deudor;1600005191;20251115;20251115;;;97;20251115;USD;2,88;0,00;0,00;0,00;0,00;0,00;2,88;234,56250;675,54;675,54;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ISLR 7200000765
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7000011854;7000011842;DA;Documento de deudor;1600005191;20251115;20251115;;;97;20251115;USD;-10,74;0,00;0,00;0,00;0,00;0,00;-10,74;234,95251;-2523,39;-2523,39;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ISLR 7000011854
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7200000766;7000011842;DA;Documento de deudor;1600005191;20251115;20251115;;;97;20251115;USD;2,91;0,00;0,00;0,00;0,00;0,00;2,91;234,81100;683,30;683,30;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ISLR 7200000766
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7000011862;7000011842;DA;Documento de deudor;1600005191;20251115;20251115;;;97;20251115;USD;-10,86;0,00;0,00;0,00;0,00;0,00;-10,86;234,78821;-2549,80;-2549,80;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ISLR 7000011862
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7200000867;7000011842;DA;Documento de deudor;1600005191;20251115;20251115;;;97;20251115;USD;2,94;0,00;0,00;0,00;0,00;0,00;2,94;234,85034;690,46;690,46;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;ISLR 7200000867
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7000011841;7000011841;DA;Documento de deudor;1600005192;20251024;20251024;;;119;20251024;USD;-362,02;0,00;0,00;0,00;0,00;0,00;-362,02;214,41901;-77623,97;-77623,97;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;20251100218794
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7000011849;7000011841;DA;Documento de deudor;1600005192;20251024;20251024;;;119;20251024;USD;-362,02;0,00;0,00;0,00;0,00;0,00;-362,02;214,41901;-77623,97;-77623,97;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;20251100218794
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7000011853;7000011841;DA;Documento de deudor;1600005192;20251024;20251024;;;119;20251024;USD;-362,02;0,00;0,00;0,00;0,00;0,00;-362,02;214,41901;-77623,97;-77623,97;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;20251100218794
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7000011861;7000011841;DA;Documento de deudor;1600005192;20251024;20251024;;;119;20251024;USD;-362,02;0,00;0,00;0,00;0,00;0,00;-362,02;214,41901;-77623,97;-77623,97;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;20251100218794
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7000011867;7000011841;DA;Documento de deudor;1600005192;20251024;20251024;;;119;20251024;USD;-362,02;0,00;0,00;0,00;0,00;0,00;-362,02;214,41901;-77623,97;-77623,97;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;20251100218794
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7000011870;7000011841;DA;Documento de deudor;1600005192;20251024;20251024;;;119;20251024;USD;-362,02;0,00;0,00;0,00;0,00;0,00;-362,02;214,41901;-77623,97;-77623,97;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;20251100218794
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;7000011879;7000011841;DA;Documento de deudor;1600005192;20251024;20251024;;;119;20251024;USD;-362,02;0,00;0,00;0,00;0,00;0,00;-362,02;214,41901;-77623,97;-77623,97;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;20251100218794
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056354;00-056354;O0;Factura.Nac.Ampofras;7000011841;20251017;20251017;NT00;Contado;126;20251017;USD;3682,92;0,00;0,00;0,00;0,00;0,00;3682,92;203,74188;750365,06;750365,06;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056355;00-056356;O0;Factura.Nac.Ampofras;7000011842;20251017;20251017;NT00;Contado;126;20251017;USD;400,00;0,00;0,00;0,00;0,00;0,00;400,00;203,74200;81496,80;81496,80;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056363;00-056363;O0;Factura.Nac.Ampofras;7000011849;20251021;20251021;NT00;Contado;122;20251021;USD;3609,37;0,00;0,00;0,00;0,00;0,00;3609,37;207,89364;750365,06;750365,06;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056364;00-056364;O0;Factura.Nac.Ampofras;7000011850;20251021;20251021;NT00;Contado;122;20251021;USD;400,00;0,00;0,00;0,00;0,00;0,00;400,00;207,89380;83157,52;83157,52;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056368;00-056368;O0;Factura.Nac.Ampofras;7000011853;20251022;20251022;NT00;Contado;121;20251022;USD;3568,37;0,00;0,00;0,00;0,00;0,00;3568,37;210,28230;750365,06;750365,06;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056369;00-056369;O0;Factura.Nac.Ampofras;7000011854;20251022;20251022;NT00;Contado;121;20251022;USD;400,00;0,00;0,00;0,00;0,00;0,00;400,00;210,28250;84113,00;84113,00;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056378;00-056378;O0;Factura.Nac.Ampofras;7000011861;20251023;20251023;NT00;Contado;120;20251023;USD;3531,40;0,00;0,00;0,00;0,00;0,00;3531,40;212,48373;750365,06;750365,06;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056379;00-056379;O0;Factura.Nac.Ampofras;7000011862;20251023;20251023;NT00;Contado;120;20251023;USD;400,00;0,00;0,00;0,00;0,00;0,00;400,00;212,48370;84993,48;84993,48;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056385;00-056385;O0;Factura.Nac.Ampofras;7000011867;20251024;20251024;NT00;Contado;119;20251024;USD;3499,53;0,00;0,00;0,00;0,00;0,00;3499,53;214,41881;750365,06;750365,06;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056388;00-056388;O0;Factura.Nac.Ampofras;7000011870;20251027;20251027;NT00;Contado;116;20251027;USD;3467,95;0,00;0,00;0,00;0,00;0,00;3467,95;216,37136;750365,06;750365,06;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056389;00-056389;O0;Factura.Nac.Ampofras;7000011871;20251027;20251027;NT00;Contado;116;20251027;USD;400,00;0,00;0,00;0,00;0,00;0,00;400,00;216,37140;86548,56;86548,56;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056397;00-056397;O0;Factura.Nac.Ampofras;7000011879;20251028;20251028;NT00;Contado;115;20251028;USD;3439,36;0,00;0,00;0,00;0,00;0,00;3439,36;218,16997;750365,06;750365,06;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056398;00-056398;O0;Factura.Nac.Ampofras;7000011880;20251028;20251028;NT00;Contado;115;20251028;USD;400,00;0,00;0,00;0,00;0,00;0,00;400,00;218,17000;87268,00;87268,00;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056462;00-056462;O0;Factura.Nac.Ampofras;7000011935;20251112;20251112;NT00;Contado;100;20251112;USD;583,37;0,00;0,00;0,00;0,00;0,00;583,37;233,04580;135951,93;135951,93;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056486;00-056486;O0;Factura.Nac.Ampofras;7000011955;20251119;20251119;NT00;Contado;93;20251119;USD;6121,52;0,00;0,00;0,00;0,00;0,00;6121,52;237,75068;1455395,57;1455395,57;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
1200;10000887;MOLINOS NACIONALES C.A. (MONACA);HERNANDEZ HORACIO;120003;00-056487;00-056487;O0;Factura.Nac.Ampofras;7000011956;20251119;20251119;NT00;Contado;93;20251119;USD;583,37;0,00;0,00;0,00;0,00;0,00;583,37;237,75050;138696,51;138696,51;;20.02.2026 - 22:06:43;Alimentos;Manufactura;Zona Centro;GV ClReg. Ampofr.;;
